name,description,styleUrl,icon-opacity,icon-color,icon-scale,icon-offset,icon-offset-units,icon,lon,lat,gx_media_links
BreezoMeter (San Francisco),"Air Quality and Pollen APIs on Google Platform | https://www.breezometer.com |  Acquired by Google in Sept 2022 | For careers, go to https://www.google.com/about/careers/applications/",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.414113,37.776427,
Eturnity (Gallen),Software for renewable energy systems sales | https://eturnity.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,9.3665274,47.4233035,
Eturnity (Bodensee),Software for renewable energy systems sales | https://eturnity.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,9.5965784,47.5884973,
Greenwood Power,Non-conventional transformers for the medium voltage grid | https://www.greenwood-power.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,16.301889,48.1092768,
Raptee (HQ Chennai),Electric motorcycle manufacturer | https://www.raptee.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,80.173781,13.0179532,
Raptee (Thirumazhisai),Manufacturing Center | Electric motorcycle manufacturer | https://www.raptee.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,80.0559059,13.046587,
Vamo,Heat pump sales and rentals | https://www.getvamo.de/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,9.9648365,52.138705,
Metergrid,Enabling tenant electricity | https://metergrid.de/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,9.1788637,48.7821916,
ePower,EV chargers for residential and business | https://www.epower.ie/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-8.3647746,51.8948933,
Viboo ,Building efficiency via cloud-based predictive control software | https://viboo.io,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,8.6127703,47.40282,
Oorja Energy Engineering Services,Energy efficient cooling | https://www.oorja.in/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,78.5639157,17.4480221,
Oorja,"Battery pack design and optimization | https://oorja.energy | #23, Sir M Visvesvaraya Inst Rd, Bengaluru, Karnataka 562157, India",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,77.6019317,13.1577756,
Recovo,"Re-commerce platform for textile, yarn, and production material waste | https://recovo.co",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2.1537744,41.3977323,
Sensible Weather,Weather risk consumer management for businesses | https://www.sensibleweather.com,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-118.4928982,34.020465,
ReCircle,Waste management for a circular economy | https://recircle.in/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,72.8272053,19.0897705,
42watt,Residential energy advisory services | https://www.42watt.de/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,11.5871296,48.1743627,
InterContinental Energy (Australia),Green hydrogen utilizing solar and wind upstream | https://intercontinentalenergy.com,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,115.8425024,-31.9524577,
InterContinental Energy (HQ Singapore),Green hydrogen utilizing solar and wind upstream | https://intercontinentalenergy.com,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,103.8493951,1.286164,
InterContinental Energy (Oman),Green hydrogen utilizing solar and wind upstream | https://intercontinentalenergy.com,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,58.4374007,23.6005435,
InterContinental Energy (UAE),Green hydrogen utilizing solar and wind upstream | https://intercontinentalenergy.com,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,55.2850182,25.2210066,
Pave Power,Commercial fleet electrification | https://pavepower.com,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-78.901727,36.0040209,
Terrafuse,Climate intelligence | https://www.terrafuse-ai.com,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.2801073,37.9084027,
Maya Climate,Technology platform connecting nature-based project developers with investors | https://www.maya-climate.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,13.387881,52.5286016,
Open Climate Fix,[object Object],#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-0.0760203,51.4647978,
Regent (RI II),All-electric seaglider manufacturer | https://www.regentcraft.com | Quonset Business Park,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-71.4104002,41.6145601,
Harbinger Motors (Garden Grove CA),Vertically-integrated EV platform | https://harbingermotors.com,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-118.0092497,33.7759759,
Umiami (Duppigheim),Production facility | Plant-based meat alternatives | https://umiami.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,7.5793864,48.5428912,
Umiami (HQ),Plant-based meat alternatives | https://umiami.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2.2120614,48.6904367,
Bolt.Earth (Bengaluru),EV charging infrastructure and software platform | https://bolt.earth/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,77.6500451,12.9120676,
Amperon (NY),Electricity grid demand forecasting platform | https://www.amperon.co/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-73.9781361,40.7535575,
Amperon (TX),Electricity grid demand forecasting platform | https://www.amperon.co/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-95.3663001,29.7460822,
Jetson,eVTOLs developer | https://www.jetsonaero.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.1603708,37.4454404,
Eden Brew,"Animal-free, precision-fermented milk | https://www.edenbrew.com.au/ | Location not precise, based in Sydney",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,151.2096174,-33.8674523,
Vibrant Planet,Planning and monitoring land management platform for communities and ecosystems | https://www.vibrantplanet.net/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-119.9256033,39.2571716,
Osmoses,Novel industrial gas separation technology | https://osmoses.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-71.0962734,42.3627993,
Kinetic Automation,Electric vehicle service centers |https://www.kinetic.auto/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-117.8429567,33.7323856,
Peak Energy (for EV charging),"EV charging app | https://peakenergy.io | Scheelevägen 15 224 65 Lund, Sweden",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,13.216044,55.711704,
Pow.Bio,Continuous precision fermentation platform | https://www.pow.bio/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.2913873,37.8534377,
Breathe Battery Technologies (Black Prince Rd),Battery management software | https://breathebatteries.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-0.1199549,51.4921456,
Breathe Battery Technologies (Ludgate Hill),Battery management software | https://breathebatteries.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-0.1021238,51.5137919,
Granular Energy (Paris),Clean energy trading and management platform | https://www.granular-energy.com/ | Remote work options: yes ,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2.3833999,48.8607065,
Treetoscope,Precision irrigation | https://www.treetoscope.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,34.7834245,32.0313578,
FlexSea,Seaweed-derived plastic alternative | https://flex-sea.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-0.0836791,51.5254938,
Relocalize (HQ Montreal),Localizing food supply system for reduced waste and emissions | https://www.relocalize.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-73.6263983,45.4721753,
Relocalize (Toronto),Localizing food supply system for reduced waste and emissions | https://www.relocalize.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-79.3815012,43.6485573,
Purpose Green,Energy retrofit platform for multi-family and commercial buildings | https://purpose-green.com,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,13.3317854,52.5059843,
Muir AI,Supply chain emissions monitoring platform | https://www.muir.ai/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.3517249,47.6168139,
Green Graphite Technologies ,Sustainable graphite development for lithium ion batteries | https://greengraphitetech.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-73.5573951,45.5005239,
Previsico,Flood risk management | https://previsico.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-1.2503054,52.7616842,
C-Crete Technologies,Lower emissions materials development | https://ccretetech.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.1721008,37.6945889,
Qube Technologies,Emissions monitoring platform | https://www.qubeiot.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-114.0493049,51.0477193,
Adani Renewables,[object Object],#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,72.5433536,23.1525188,
Arc Boats (Torrance),"Electric boats | https://arcboats.com/ | Location approximate, locating in Torrance CA",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-118.3535955,33.8306355,
Inner Plant,Precision agriculture by signal-emitting engineered plants | https://innerplant.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-121.7096758,38.550964,
AirLabs,Air quality data provider | https://www.airlabs.com,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-0.1562866,51.5201994,
Tomorrow.io (HQ MA),Weather intelligence platform | https://www.tomorrow.io/ | Remote work options: Yes,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-71.0515406,42.3453637,
Tomorrow.io (Israel),Weather intelligence platform | https://www.tomorrow.io/ | Remote work options: Yes,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,34.7870971,32.0704496,
Tomorrow.io (CO),"Weather intelligence platform | https://www.tomorrow.io/ | Remote work options: Yes | Location not precise, office based in Golden CO",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-105.2213894,39.7551636,
Envirosuite  (HQ Melbourne),Environmental intelligence platform | https://envirosuite.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,144.9630496,-37.8138605,
Envirosuite (Sydney),Environmental intelligence platform | https://envirosuite.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,151.2108816,-33.862237,
Envirosuite (Brisbane),Environmental intelligence platform | https://envirosuite.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,153.0286193,-27.4652695,
Envirosuite (Brazil),Environmental intelligence platform | https://envirosuite.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-43.9224219,-19.9280404,
Envirosuite (Canada),Environmental intelligence platform | https://envirosuite.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-73.5909512,45.4888893,
Envirosuite (Chile),Environmental intelligence platform | https://envirosuite.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-70.5689899,-33.4089823,
Envirosuite (China),[object Object],#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,116.51475,39.78673,
Envirosuite (Colombia),Environmental intelligence platform | https://envirosuite.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-74.0650097,4.6379535,
Envirosuite (Denmark),Environmental intelligence platform | https://envirosuite.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,12.467026,55.7305023,
Envirosuite (Hong Kong),Environmental intelligence platform | https://envirosuite.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,114.1576809,22.2815298,
Envirosuite (South Korea),Environmental intelligence platform | https://envirosuite.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,127.0608511,37.5091322,
Envirosuite (Spain),Environmental intelligence platform | https://envirosuite.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-3.6196297,40.555125,
Envirosuite (Taiwan),"Environmental intelligence platform | https://envirosuite.com/ | 17 F-1A, No. 77, Sec. 2, Dunhua S. Rd. Dunhua S. Rd., Da’an Dist.,Taipei City, Taiwan",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,121.5523596,25.0301839,
Envirosuite (CA),Environmental intelligence platform | https://envirosuite.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-121.1407133,38.6665616,
Envirosuite (Phillipines),Environmental intelligence platform | https://envirosuite.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,120.5734824,15.1792107,
Atmo,AI-based weather forecasting | https://www.atmo.ai,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.2724088,37.8960149,
Geosite,Geospatial data | https://www.geosite.io,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.1587308,37.4469468,
Kairos Aerospace,Methane detection | https://kairosaerospace.com,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.0380736,37.3944712,
Plume Labs,Air pollution forecasting | https://plumelabs.com,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2.3061318,48.8715966,
Ambient,Mapping noise and air pollution in Australia and New Zealand | https://ambientmaps.com.au,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,151.2061803,-33.871683,
Aum Energy,Project development and technology commercialization for sustainability and decarbonization | https://www.aumenergy.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,103.8402085,1.2788457,
Concito,Green think tank | https://concito.dk/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,12.5780295,55.6781968,
Kuva Systems (HQ US),Methane and VOC emissions monitoring | https://www.kuvasystems.com ,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-71.0935103,42.3735601,
Kuva Systems (Canada),Methane and VOC emissions monitoring | https://www.kuvasystems.com,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-114.0844117,51.0432299,
Meteotest,Weather and climate-related data services | https://meteotest.ch,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,7.4237667,46.9534826,
Pacific Green (Canada),Renewable energy solutions project partner (esp grid-scale batteries and shipping)  | https://www.pacificgreen.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-123.0978319,49.3137204,
Pacific Green (US),Renewable energy solutions project partner (esp grid-scale batteries and shipping) | https://www.pacificgreen.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-0.1409038,51.5082976,
Pacific Green (UK),Renewable energy solutions project partner (esp grid-scale batteries and shipping) | https://www.pacificgreen.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-75.5244155,39.1566957,
Nyoka,Sustainable replacements for petroleum-derived chemiluminescent chemicals | https://www.lightbynyoka.com/ | aka Nyoka Design Labs,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-125.003231,49.6846986,
Salubata (US),Shoes made from plastic waste | https://www.salubataofficial.com,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-118.3896822,34.0250754,
Salubata (France),Shoes made from plastic waste | https://www.salubataofficial.com,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2.3081344,48.8700416,
Algasol,Algal biomass manufacturer for biofuels and high value products | https://algasolrenewables.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-73.9643749,40.7982688,
33Seconds,"Communications agency specializing in climate, technology and lifestyle | https://www.33seconds.co",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-0.0850786,51.5000863,
Climate People,"Recruiting for Climate Tech | Check out their job board @ https://www.climatepeople.com/jobs | Location not precise, Boston-area-based",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-71.0592932,42.3600845,
Future 500,"Non-profit consultancy advancing a clean, just and prosperous world | https://www.future500.org",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.4111024,37.7942339,
David Energy,Home or business energy management | https://www.davidenergy.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-73.9536624,40.711866,
EEW Eco Energy World (Australia),Independent global developer of utility scale solar PV projects | https://www.eew.solar/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,151.2017764,-33.8682345,
EEW Eco Energy World (Denmark),Independent global developer of utility scale solar PV projects | https://www.eew.solar/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,11.704688,55.7015108,
Farming For Climate,,#icon-1899-0288D1-nodesc,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,4.448449,50.8367484,
Heaten,Industrial heat provided with renewable energy | https://www.heaten.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,8.0040949,58.151622,
SiTration,Industrial separation using novel sustainable technology | https://sitration.com,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-71.1036825,42.3665084,
Funga,Utilizing forest fungal microbiome to improve forestry outcomes | https://www.funga.earth/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-97.7284096,30.2565548,
Scalvy,Modular electric power trains | https://www.scalvy.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-121.9992487,37.3718445,
VelozBio,Animal-free protein production | https://www.velozbio.com,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-100.3634106,25.7006674,
Muon Vision,Mining site fluid monitoring for more sustainable mining | https://muonvision.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-71.107874,42.3718687,
SAF+ Consortium,Sustainable aviation fuel development | https://safplusconsortium.com | aka SAF+ International Group,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-73.5667487,45.4636061,
Solar Analytics,Planning and monitoring solar for optimization for residential solar customers | https://www.solaranalytics.com.au/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,151.205084,-33.893304,
Tether,Building performance management | https://www.tether.co.nz/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,174.7483896,-36.8585184,
WindLab (Brisbane),Wind energy project developer and operator | https://www.windlab.com,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,153.0287308,-27.4668198,
WindLab (Canberra),Wind energy project developer and operator | https://www.windlab.com,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,149.1262303,-35.27561,
WindLab (Sydney),Wind energy project developer and operator | https://www.windlab.com,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,151.2078935,-33.8711085,
Prescient Weather aka World Climate Service,Long-Range Forecasts and Climate Risk Tools | https://www.worldclimateservice.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-77.8435958,40.8309517,
Salient Predictions,Subseasonal-to-seasonal weather forecasting | https://www.salientpredictions.com/contact,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-71.0847593,42.3625478,
Shifted Energy,Grid-interactive buildings and virtual power plant developer | https://shiftedenergy.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-157.86413,21.2973032,
Climate-KIC HQ,"Initiative, accelerator and community funded by EU to advance decarbonized sustainable economy | https://www.climate-kic.org | See https://climaccelerator.climate-kic.org/ for locations of Clim-Accelerators globally",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,4.9148984,52.3655115,
